tx_hash,crypto_type,amount,fee,timestamp,sender_wallet,receiver_wallet,fraud
0x000004a4,BTC,7.169476536783951,0.00902545959444954,2024-01-04 17:59:00,wallet_3336,wallet_4160,0
0x00001f1e,SOL,2.8225497273765754,0.006357950026352523,2024-01-05 06:20:00,wallet_1060,wallet_4425,0
0x000017bd,BTC,28.455755870736933,0.034452104380783846,2024-01-02 22:05:00,wallet_0464,wallet_0551,0
0x0000006b,ETH,7.08925388164435,0.034988397807324136,2024-01-06 10:50:00,wallet_3857,wallet_0849,0
0x00000523,SOL,3.880909951054948,0.004136083729344707,2024-01-04 22:17:00,wallet_1680,wallet_4329,0
0x00001ffb,BTC,12.438018290742287,0.01755532378393427,2024-01-07 16:13:00,wallet_2204,wallet_0291,0
0x00000ac1,BNB,3.1910264039504517,0.007818336791072153,2024-01-07 15:42:00,wallet_0784,wallet_0852,0
0x00002619,ETH,46.51878127418084,0.25924525640156604,2024-01-02 03:28:00,wallet_1845,wallet_1776,1
0x00001857,BNB,25.45510549834062,0.08539128071082641,2024-01-04 14:49:00,wallet_2888,wallet_1359,0
0x00000b3c,BNB,1.5540877427796729,0.006214077088378519,2024-01-03 02:50:00,wallet_1054,wallet_4836,0
0x000014cb,SOL,7.137633626723029,0.021354787745520874,2024-01-04 00:14:00,wallet_3007,wallet_0612,0
0x0000031f,USDT,1.359742721562771,0.004087356025685444,2024-01-01 05:35:00,wallet_2736,wallet_3643,0
0x00000df2,BNB,23.46426061208345,0.04607910433953022,2024-01-07 13:51:00,wallet_1015,wallet_1889,0
0x00000b4e,SOL,6.45085654865236,0.026250669685857212,2024-01-07 06:13:00,wallet_0321,wallet_2998,0
0x00000b6f,BNB,6.470617722885087,0.03163658571298351,2024-01-07 05:53:00,wallet_4934,wallet_3280,0
0x00001ff2,USDT,3.6241346149540496,0.0158507476867551,2024-01-06 04:06:00,wallet_1071,wallet_2607,0
0x000003cb,BNB,7.336033457698069,0.009584280729244525,2024-01-07 09:37:00,wallet_1263,wallet_4268,0
0x00001a1f,BNB,3.6150240980534125,0.013149942643379797,2024-01-07 19:30:00,wallet_3185,wallet_3236,0
0x0000217f,SOL,1.4557538053976413,0.002885996206608822,2024-01-02 09:00:00,wallet_4629,wallet_3754,0
0x000007e4,USDT,2.059659260969389,0.006591669907227309,2024-01-07 10:51:00,wallet_2612,wallet_0510,0
0x0000235e,SOL,9.053128498048217,0.036039396747128694,2024-01-01 13:13:00,wallet_2764,wallet_4207,0
0x000003b8,USDT,3.7885947472440926,0.005787679640281776,2024-01-01 19:05:00,wallet_4214,wallet_1114,0
0x000014ef,SOL,15.24875286802254,0.054796967943277694,2024-01-05 22:24:00,wallet_0065,wallet_3421,0
0x00000f11,SOL,45.3556074332636,0.08294627239262319,2024-01-01 15:37:00,wallet_3967,wallet_2122,0
0x000016e5,USDT,1.9387145600314142,0.0058700378586821625,2024-01-03 08:26:00,wallet_3199,wallet_2345,0
0x00000c49,USDT,4.5336662047446445,0.01711424976270722,2024-01-03 09:25:00,wallet_2990,wallet_1534,0
0x00000ce9,USDT,13.710598447257668,0.034146286309381275,2024-01-04 17:10:00,wallet_3816,wallet_2225,0
0x00000bbe,USDT,2.347245249391486,0.00900663670671529,2024-01-03 11:08:00,wallet_1902,wallet_3095,0
0x00002329,BTC,3.605550723094528,0.01394886380670658,2024-01-06 23:29:00,wallet_3773,wallet_3269,0
0x00001e5a,BTC,15.978263040670022,0.07884800328426254,2024-01-04 10:21:00,wallet_2385,wallet_0096,0
0x00001d0e,ETH,22.195557655786885,0.07948975204155392,2024-01-03 14:17:00,wallet_0878,wallet_1542,0
0x00001f06,SOL,14.000096092179426,0.028933071092872638,2024-01-06 03:00:00,wallet_4822,wallet_2927,0
0x00002416,ETH,35.26894330288715,0.046633572699445625,2024-01-01 21:16:00,wallet_3535,wallet_4104,0
0x00000420,BTC,30.771158137465402,0.060166748344275434,2024-01-03 23:34:00,wallet_3073,wallet_2320,0
0x00000c52,BNB,9.229269768972031,0.011736465841940439,2024-01-05 06:31:00,wallet_3942,wallet_0241,0
0x00000ecb,BNB,3.217343136410264,0.004944720555570729,2024-01-05 10:20:00,wallet_3794,wallet_3316,0
0x000023e5,USDT,45.011974752474735,0.1301929695694416,2024-01-04 18:01:00,wallet_2371,wallet_4062,0
0x00001e91,BTC,4.202453663814516,0.01840518309590161,2024-01-04 12:47:00,wallet_0128,wallet_3466,0
0x00001d73,USDT,8.026071762496699,0.0226243907087148,2024-01-01 13:56:00,wallet_3198,wallet_0409,0
0x00001c3f,ETH,5.680283594721636,0.015119143470322154,2024-01-03 11:07:00,wallet_3103,wallet_2649,0
0x000002fc,SOL,7.8937355807347025,0.023543823194548407,2024-01-01 16:05:00,wallet_3192,wallet_1118,0
0x0000139b,BNB,16.289856394370535,0.04864349129095772,2024-01-05 13:36:00,wallet_3330,wallet_1047,0
0x00001327,ETH,17.753195845910547,0.07315034964333922,2024-01-03 19:49:00,wallet_3522,wallet_4630,0
0x00001f9d,BTC,5.590588001632496,0.02249317707754097,2024-01-05 16:01:00,wallet_1838,wallet_0377,0
0x00001abb,BTC,77.43035554215429,0.2485531003557039,2024-01-03 09:01:00,wallet_2513,wallet_4757,0
0x00000875,SOL,5.985417181367316,0.01641443900568343,2024-01-06 12:43:00,wallet_1706,wallet_2971,0
0x00000746,ETH,16.75609677575311,0.045230289161184996,2024-01-02 15:35:00,wallet_1368,wallet_2140,0
0x00001eaa,BTC,11.665181130826971,0.019205035521326203,2024-01-04 00:07:00,wallet_0028,wallet_2950,0
0x000023a3,USDT,6.742920485681914,0.02480953379274089,2024-01-06 16:02:00,wallet_0560,wallet_1416,0
0x00000924,BNB,11.894611018908874,0.020163102379377518,2024-01-04 17:46:00,wallet_4621,wallet_0017,0
0x00001597,USDT,9.102147535738089,0.02476895792166668,2024-01-05 12:28:00,wallet_3903,wallet_3754,0
0x00001a57,USDT,4.619402799514618,0.015005723455526976,2024-01-05 13:51:00,wallet_3034,wallet_3743,0
0x00000fa3,USDT,1.16778472909931,0.004081171726628273,2024-01-03 01:47:00,wallet_1947,wallet_3561,0
0x00000463,ETH,7.532435395952117,0.034068093491716744,2024-01-03 01:05:00,wallet_0633,wallet_4661,0
0x00002205,BNB,2.8437934437646546,0.007241950135693952,2024-01-04 18:29:00,wallet_4720,wallet_2678,0
0x00000fd1,BNB,9.206489755056621,0.04088973700350202,2024-01-01 04:53:00,wallet_1645,wallet_1919,0
0x00001dd8,ETH,3.072973624576084,0.006656277121773193,2024-01-06 16:57:00,wallet_2100,wallet_3166,0
0x000002fd,ETH,12.839079233711864,0.04004250661018077,2024-01-06 22:54:00,wallet_1745,wallet_2169,0
0x00000928,BNB,6.216680197004638,0.019478260685868363,2024-01-05 05:04:00,wallet_3764,wallet_4596,0
0x00000fe7,BNB,8.303206146016297,0.014958029044847623,2024-01-04 05:15:00,wallet_1613,wallet_3487,0
0x00001c30,ETH,5.262189968953356,0.007929588020118445,2024-01-04 12:37:00,wallet_2583,wallet_1986,0
0x00001078,ETH,22.627205251530494,0.1075946735878092,2024-01-06 15:32:00,wallet_3212,wallet_3152,0
0x00001f10,ETH,8.942562467020302,0.03187587552710905,2024-01-06 07:18:00,wallet_0913,wallet_4743,0
0x00001752,ETH,1.6699810801798802,0.0039874921464298834,2024-01-07 12:12:00,wallet_4755,wallet_2287,0
0x00000d16,ETH,2.613510878352827,0.0037861534368598604,2024-01-04 02:19:00,wallet_3333,wallet_2219,0
0x00001257,BNB,10.835688285685075,0.038818198541291885,2024-01-02 12:46:00,wallet_3885,wallet_2680,0
0x00000d47,SOL,1.1049867059730936,0.005018841745903706,2024-01-05 19:27:00,wallet_4797,wallet_2333,0
0x00000ff1,USDT,6.486716015937518,0.015900098728100946,2024-01-01 11:44:00,wallet_3201,wallet_2769,0
0x000023bd,USDT,3.315536582315413,0.009242726659045191,2024-01-05 20:28:00,wallet_2678,wallet_3924,0
0x000004c8,ETH,22.316729813078968,0.06858811231309767,2024-01-03 04:29:00,wallet_1861,wallet_2530,0
0x00001894,SOL,22.222826443456466,0.055782839839426085,2024-01-02 13:02:00,wallet_3561,wallet_1207,0
0x00000c32,USDT,10.027635611306366,0.035060063416107595,2024-01-07 07:50:00,wallet_4426,wallet_0977,0
0x000001fe,ETH,2.184235499385583,0.007405296004636284,2024-01-03 08:44:00,wallet_0625,wallet_3547,0
0x000016a2,BNB,1.8054439637406925,0.007849327017077632,2024-01-02 16:38:00,wallet_0461,wallet_2062,0
0x00001ff5,ETH,15.899458680882098,0.031935562302449524,2024-01-07 15:45:00,wallet_3630,wallet_1052,0
0x000024c9,BNB,7.710727631139307,0.012280020367128098,2024-01-04 11:49:00,wallet_0815,wallet_4665,0
0x00000060,USDT,15.56373818551965,0.04619590205021976,2024-01-07 09:09:00,wallet_2428,wallet_0420,0
0x00001a19,BTC,11.986965274448304,0.016930668298208877,2024-01-06 12:54:00,wallet_4398,wallet_0597,0
0x000005e8,USDT,14.513782174876484,0.03379645283308989,2024-01-06 10:29:00,wallet_4885,wallet_1494,0
0x00002257,SOL,8.041208784805626,0.02013207560002041,2024-01-06 14:04:00,wallet_1676,wallet_3432,0
0x00000077,ETH,6.211012327432379,0.01569804943044085,2024-01-03 19:51:00,wallet_2806,wallet_2294,0
0x00001e6f,BNB,49.663630231914176,0.2478896787625812,2024-01-07 02:38:00,wallet_0628,wallet_1118,0
0x00001975,SOL,3.742435184907092,0.006058563206493719,2024-01-06 13:31:00,wallet_1557,wallet_4084,0
0x00000021,SOL,28.926846185837103,0.09480904723542558,2024-01-04 10:29:00,wallet_2263,wallet_3085,0
0x00001ecf,ETH,8.04301419498538,0.022112840838046415,2024-01-06 04:11:00,wallet_1155,wallet_4873,0
0x00001aae,ETH,5.911856489697311,0.010340364626566846,2024-01-04 05:49:00,wallet_1206,wallet_2434,0
0x0000152d,BTC,5.7432063622198175,0.019224895794112296,2024-01-05 13:40:00,wallet_2587,wallet_1251,0
0x0000042c,ETH,7.315808216724505,0.02152846507108506,2024-01-03 20:12:00,wallet_0089,wallet_4731,0
0x00000543,USDT,9.725037089126312,0.028385453682772725,2024-01-01 11:51:00,wallet_2894,wallet_4668,0
0x0000128b,BNB,2.0053960387948395,0.004490990167158982,2024-01-04 19:04:00,wallet_2849,wallet_0531,0
0x00001775,SOL,101.34191326503276,0.3377263028964668,2024-01-06 06:38:00,wallet_3518,wallet_0267,0
0x00001797,BNB,5.982985246504375,0.016762746668466416,2024-01-02 16:50:00,wallet_2737,wallet_3743,0
0x00000ee9,ETH,31.684905539075032,0.07971639700090231,2024-01-05 01:10:00,wallet_2576,wallet_3368,0
0x000020fe,BTC,12.989165871679122,0.035237612888874094,2024-01-01 08:45:00,wallet_3394,wallet_2222,0
0x00001495,USDT,78.62272903525043,0.2952420617385748,2024-01-07 14:33:00,wallet_4036,wallet_3441,0
0x00001af1,BNB,14.589608986418861,0.06534281010738707,2024-01-01 02:53:00,wallet_4472,wallet_2548,0
0x000014bd,SOL,39.368714249683535,0.12437530545332809,2024-01-02 16:35:00,wallet_3925,wallet_1537,0
0x0000001f,USDT,4.057187272633922,0.010552206786551619,2024-01-02 20:38:00,wallet_2959,wallet_3572,0
0x0000162a,BTC,99.87050673690267,0.34221523564542977,2024-01-01 02:30:00,wallet_3071,wallet_4680,0
0x00001122,USDT,0.7975893497642482,0.0033980890065354714,2024-01-03 16:21:00,wallet_2060,wallet_0177,0
0x0000001d,SOL,2.788496428721551,0.012435229360188108,2024-01-07 03:27:00,wallet_0741,wallet_3663,0
0x0000106a,USDT,5.447552155822962,0.026921991240696858,2024-01-04 09:53:00,wallet_4092,wallet_0305,0
0x00001d53,BNB,2.906057111814634,0.007286113378747883,2024-01-06 23:55:00,wallet_3355,wallet_1116,0
0x000002df,BTC,15.347363169213375,0.056774894041847504,2024-01-02 14:07:00,wallet_1602,wallet_4916,0
0x00000813,SOL,17.843957923003526,0.06900812189768038,2024-01-02 00:37:00,wallet_4142,wallet_0555,0
0x0000006a,BNB,6.876733737804296,0.03268265252677811,2024-01-02 07:02:00,wallet_0201,wallet_3059,0
0x000025ac,BNB,12.700441067125297,0.033562773097138676,2024-01-07 11:58:00,wallet_2697,wallet_2600,0
0x000022be,BTC,1.2163974736997314,0.0041059597196162045,2024-01-02 19:19:00,wallet_1087,wallet_2993,0
0x00001f54,ETH,6.91157998900094,0.011855902864619239,2024-01-05 12:45:00,wallet_3782,wallet_1423,0
0x000008b8,BTC,20.476295938643545,0.09498813693011311,2024-01-07 02:19:00,wallet_2194,wallet_1104,0
0x000003e1,ETH,2.995379714188606,0.004891347751766694,2024-01-01 23:03:00,wallet_1760,wallet_3602,0
0x000024c4,BNB,6.8841860614380455,0.019745071136351995,2024-01-02 06:52:00,wallet_1454,wallet_1323,0
0x00001b92,ETH,2.645931080282368,0.0037217473525085606,2024-01-04 17:34:00,wallet_4839,wallet_1403,0
0x00001a85,ETH,13.75916951571924,0.051747507505540906,2024-01-05 13:43:00,wallet_4517,wallet_4232,0
0x00000168,SOL,7.224281578171618,0.01476876286853868,2024-01-03 08:52:00,wallet_4568,wallet_4314,0
0x00000130,BTC,19.979402778898717,0.022063905359265463,2024-01-01 01:48:00,wallet_2456,wallet_1585,0
0x00000a43,ETH,11.414825438824483,0.03870647247228974,2024-01-01 04:17:00,wallet_3617,wallet_2060,0
0x00002305,ETH,16.708428412974378,0.02551862208345982,2024-01-02 10:25:00,wallet_0886,wallet_1706,0
0x000011a1,BTC,1.1625342299323707,0.004418040849539097,2024-01-07 12:01:00,wallet_2410,wallet_2648,0
0x00001716,SOL,3.515011822690659,0.010054643972785632,2024-01-02 07:54:00,wallet_2251,wallet_2276,0
0x00002079,BTC,26.810554295450363,0.1296264005531771,2024-01-05 22:37:00,wallet_3199,wallet_1255,0
0x00000c1c,SOL,19.098582010011064,0.07065729939289538,2024-01-02 16:04:00,wallet_4252,wallet_2588,0
0x00001647,ETH,38.90885576492984,0.15519803264049975,2024-01-06 09:59:00,wallet_4535,wallet_2680,0
0x00000f3a,BTC,100.28769902958832,0.15423701850114185,2024-01-04 04:48:00,wallet_0599,wallet_1433,0
0x00001540,BTC,2.652288044968603,0.00408842616366069,2024-01-05 01:26:00,wallet_1187,wallet_3114,0
0x00001efa,USDT,5.470381974472021,0.008175541124920646,2024-01-04 07:58:00,wallet_2790,wallet_2661,0
0x0000026d,ETH,10.507407736991453,0.01262879862435417,2024-01-01 10:55:00,wallet_4718,wallet_4666,0
0x00001c43,ETH,5.170929044109428,0.02332155082484846,2024-01-03 03:09:00,wallet_2497,wallet_2442,0
0x000009c2,BNB,0.554064061815947,0.002662676843704647,2024-01-05 23:21:00,wallet_2705,wallet_4342,0
0x000002c9,BNB,18.413199429495677,0.044285011818356805,2024-01-01 00:36:00,wallet_4088,wallet_1261,0
0x000020d3,ETH,8.212147213775125,0.026515779160883858,2024-01-02 12:43:00,wallet_2755,wallet_2261,0
0x00000b27,SOL,61.31747537110554,0.16602117920027745,2024-01-03 04:19:00,wallet_3628,wallet_0888,0
0x000010ad,BTC,26.35065775912592,0.09626915908287287,2024-01-05 06:21:00,wallet_4941,wallet_0523,0
0x00000b5c,USDT,15.266163013885148,0.03686865344426278,2024-01-01 21:22:00,wallet_1408,wallet_1024,0
0x00001f90,USDT,178.92835192849734,0.8265502263921151,2024-01-07 22:19:00,wallet_2200,wallet_1839,0
0x000011a4,SOL,3.578725266158464,0.014973067130392335,2024-01-05 10:17:00,wallet_0497,wallet_2141,0
0x000004ed,USDT,5.663321717331304,0.021640626934892646,2024-01-02 03:06:00,wallet_4521,wallet_3235,0
0x00000c58,BNB,6.240025686658339,0.007058442872011935,2024-01-07 08:42:00,wallet_3696,wallet_2626,0
0x000003ca,ETH,1.0552893367961496,0.005080870414734829,2024-01-07 16:15:00,wallet_2512,wallet_1524,0
0x00000f48,USDT,4.4257162900399,0.011857973780460756,2024-01-02 07:11:00,wallet_4560,wallet_4489,0
0x0000144e,SOL,1.9199440056008552,0.003965431305426044,2024-01-05 14:15:00,wallet_0246,wallet_0337,0
0x0000228e,BNB,5.228184817269555,0.008548199407339885,2024-01-03 21:10:00,wallet_0450,wallet_1644,0
0x00000103,USDT,7.455941431007475,0.021812711616351566,2024-01-03 08:33:00,wallet_2446,wallet_4482,0
0x00000ece,SOL,14.179226797036945,0.06938050698190673,2024-01-03 00:19:00,wallet_1401,wallet_0593,0
0x000023f2,SOL,1.7539990928993736,0.0046632708606619225,2024-01-05 08:48:00,wallet_4250,wallet_3155,0
0x000001e7,BTC,10.453868062886041,0.04851853046822466,2024-01-01 10:24:00,wallet_0531,wallet_4645,0
0x00001ee3,BNB,5.438681825310934,0.01791047497124766,2024-01-02 16:44:00,wallet_3532,wallet_1979,0
0x00000206,ETH,2.2812581373424345,0.007147327960095888,2024-01-03 20:00:00,wallet_1891,wallet_0576,0
0x00002096,USDT,18.424892870777352,0.058169066083531,2024-01-06 10:48:00,wallet_2606,wallet_2992,0
0x00000137,BNB,3.1712220314262587,0.003553025095774723,2024-01-06 15:42:00,wallet_3559,wallet_4585,0
0x00000c9f,ETH,15.626556592657176,0.029754999251653303,2024-01-04 01:35:00,wallet_0093,wallet_4022,0
0x00001efc,BTC,1.832924643373252,0.003862294600553488,2024-01-07 00:05:00,wallet_1058,wallet_1665,0
0x00001d21,BNB,35.88758769366807,0.1303814539802657,2024-01-02 14:17:00,wallet_1191,wallet_1197,0
0x00002637,BTC,8.842045307100298,0.04207843058054584,2024-01-02 06:43:00,wallet_3174,wallet_0689,1
0x0000143f,BTC,32.933144180076056,0.15622886283953763,2024-01-07 14:32:00,wallet_1310,wallet_4942,0
0x00001f8c,BTC,1.8492351694615865,0.008094242326522528,2024-01-07 06:57:00,wallet_3427,wallet_0387,0
0x00001965,SOL,8.307616741489307,0.016457894336472042,2024-01-05 12:40:00,wallet_3782,wallet_1688,0
0x00001a86,BNB,4.238905418419191,0.007795961508125657,2024-01-03 08:01:00,wallet_4612,wallet_1471,0
0x00001e5c,BTC,13.753669816951392,0.015653739145516692,2024-01-04 04:23:00,wallet_2768,wallet_2717,0
0x00000ab1,USDT,1.3575448600649656,0.0036099162036861933,2024-01-04 00:59:00,wallet_1801,wallet_0966,0
0x00001ea1,BTC,0.4506476384943121,0.0008115468673669913,2024-01-04 19:50:00,wallet_3137,wallet_2774,0
0x00001875,SOL,9.854946677416542,0.017710407370103518,2024-01-03 06:45:00,wallet_0035,wallet_3409,0
0x0000200d,USDT,5.81092575352935,0.013282398475857993,2024-01-06 21:15:00,wallet_2219,wallet_4043,0
0x000004df,USDT,7.673847417019621,0.032939674542868426,2024-01-04 04:02:00,wallet_0209,wallet_1282,0
0x00002477,ETH,12.11882106553957,0.03329278900697594,2024-01-06 00:45:00,wallet_3958,wallet_3346,0
0x00001062,ETH,7.998718125162187,0.016647621307977183,2024-01-05 07:14:00,wallet_1608,wallet_4089,0
0x00001f40,ETH,21.172049661222516,0.06774598508209748,2024-01-01 06:39:00,wallet_2673,wallet_3491,0
0x00001cd1,USDT,10.266090330768815,0.04013929264793124,2024-01-03 05:35:00,wallet_1517,wallet_3356,0
0x00000d6a,ETH,3.6678056021451173,0.017668536272938826,2024-01-06 22:45:00,wallet_1845,wallet_0803,0
0x00001505,SOL,24.393309056343938,0.024444879822696098,2024-01-04 20:36:00,wallet_0080,wallet_4073,0
0x000003be,ETH,3.1823464125530254,0.01563701310710838,2024-01-01 06:16:00,wallet_3209,wallet_3961,0
0x000001a0,USDT,10.785430783538674,0.039338189586927114,2024-01-01 04:23:00,wallet_2158,wallet_4671,0
0x0000166d,BNB,68.58580636571891,0.18379053656952873,2024-01-04 08:40:00,wallet_1011,wallet_4170,0
0x00001a47,SOL,12.253272343738328,0.055359125500609334,2024-01-01 02:03:00,wallet_4715,wallet_1185,0
0x0000111d,ETH,16.787324233317438,0.07923668747276147,2024-01-03 19:58:00,wallet_0246,wallet_4522,0
0x0000144c,BNB,4.086938750901329,0.0075920397355035045,2024-01-02 17:17:00,wallet_3841,wallet_0337,0
0x00000458,SOL,8.399413874204049,0.0278873616063439,2024-01-07 13:39:00,wallet_4604,wallet_0602,0
0x00000a80,ETH,1.8348667014778877,0.002415133282997333,2024-01-02 13:48:00,wallet_1083,wallet_3526,0
0x00001948,BTC,2.1058452878268286,0.004732929010069491,2024-01-01 02:39:00,wallet_2924,wallet_0096,0
0x00002273,BTC,20.67710854270994,0.03761679063056735,2024-01-06 19:23:00,wallet_1755,wallet_3906,0
0x00001e7f,USDT,3.730257291543237,0.012187623474844263,2024-01-02 02:53:00,wallet_4376,wallet_4038,0
0x00000d52,BNB,38.682235353417134,0.11579684386842788,2024-01-02 04:23:00,wallet_2214,wallet_1116,0
0x00000050,SOL,6.225671577327057,0.01915667469769573,2024-01-07 06:54:00,wallet_3983,wallet_4876,0
